a,b,c,d,label
1467.05,2199.16,2807.38,3044.15,1
1458.49,2188.03,2828.86,3070.2,1
1454.54,2189.3,2901.08,3133.22,1
1460.62,2195.48,2801.01,3032.85,1
1462.82,2196.08,2793.79,3044.1,1
1464.14,2190.4,2718.08,2984.63,1
1465.04,2190.2,2796.81,3068.7,1
1466.5,2185.44,2810.81,3064.26,1
1463.29,2191.67,2750.77,3009.01,1
1465.4,2194,2673.04,2928.75,1
1461.62,2183.97,2640.07,2917.45,1
1461.35,2178.87,2716.02,2987.48,1
1451.78,2177.97,2678.43,2938.72,1
1460.53,2189,2713.74,2959.63,1
1467.99,2193.28,2619.79,2872.85,1
1468.26,2187.36,2645.46,2915.64,1
1468.64,2189.38,2687.8,2948.95,1
1468.94,2191.25,2775.69,3037.36,1
1479.48,2194.53,2739.87,2987.7,1
1477.96,2197.7,2664.32,2931.04,1
1478.43,2189.25,2726.82,3000.33,1
1481.99,2188.48,2763.17,3043.8,1
1482.04,2191.89,2843.6,3109.73,1
1486.85,2200.37,2777.42,3035.41,1
1477.35,2193.46,2741.98,3011.27,1
1478.22,2190.68,2655.04,2948.17,1
1482.35,2192.42,2730.47,3019.73,1
1488.88,2198.37,2761.14,3033.98,1
1484.29,2194.98,2662.26,2941.24,1
1485.52,2191.6,2606.84,2877.49,1
1491.07,2196.89,2586.41,2875.44,1
1486.41,2199.58,2673.06,2964.99,1
1489.36,2201.82,2648.03,2931.35,1
1496.33,2212.74,2747.3,2994.13,1
1497.13,2206.53,2660.9,2909.54,1
1493.41,2208.84,2695.99,2942.39,1
1485.05,2202.78,2765.05,2992.95,1
1479.96,2198.6,2895.2,3117.34,1
1485.9,2201.82,2894.72,3091.58,1
1489.18,2198.08,2809.85,3023.91,1
1484.71,2200.2,2878.36,3099.27,1
1479.19,2206.25,2780.18,3011.39,1
1486.39,2198.1,2986.9,3205.69,1
1484.61,2206.1,2923.44,3146.91,1
1479.53,2201.38,2887.02,3131.16,1
1479.04,2213.07,2747.48,3007.93,1
1482.01,2208.23,2879.64,3140.59,1
1490.21,2215.15,2930.3,3178.52,1
1487.53,2216.13,2841.32,3096.99,1
1485.79,2218.38,2775.87,3022.72,1
1485.1,2205.57,2677.03,2926.93,1
1480.15,2203.99,2838.85,3090.47,1
1481.42,2201.96,2807.87,3045.43,1
1484.86,2196.97,2841.49,3056.97,1
1490.64,2202.06,2702.58,2939.11,1
1484.99,2200.46,2770.31,3009.19,1
1490.5,2202.1,2855.01,3083.69,1
1495,2206.2,2949.68,3178.28,1
1489.44,2205.67,2918.41,3137.41,1
1490.28,2206.57,2791.31,3022.08,1
1486.86,2207.85,2930.32,3159.42,1
1478.68,2200.72,2953.03,3187.06,1
1478.67,2201.14,3031.76,3247.72,1
1486.21,2202.65,2904.57,3099.05,1
1481.67,2202.82,2913.93,3143.65,1
1484.34,2198.77,2841.06,3085.41,1
1478.01,2199.86,2910.09,3157.14,1
1489.71,2209.5,2935.3,3169.95,1
1486.77,2207.45,2795.21,3030.74,1
1489.1,2214.29,2725.45,2958.25,1
1498.88,2221.49,2695.85,2948.82,1
1492.61,2220.74,2789.55,3032.75,1
1489.15,2213.38,2725.59,2915.25,1
1484.36,2210.69,2749.82,2916.75,1
1485.97,2212.93,2648.21,2826.4,1
1550.75,2069.33,693.43,393.84,2
1550.89,2105.11,538.62,230.98,2
1488.83,2009.11,1500.08,296.85,2
1559.3,2088.2,1442.27,129.5,2
1520.39,2050.74,2076.4,788.67,2
1510.19,2059.4,2069.11,844.09,2
1545.57,2079.39,1639.21,393.39,2
1483.5,2012.83,2428.76,1263.49,2
1505.54,2051.64,1930.77,724.38,2
1493.28,2010.56,2350.9,1139.73,2
1503.61,2018.02,2428.52,1236.08,2
1507.25,2021.16,2387.69,1181.62,2
1514.61,2032.67,2415.72,1204.19,2
1515.45,2032.56,2300.8,1084.19,2
1522.23,2035.78,2286.95,1079.2,2
1523.48,2051.97,2294.29,1078.72,2
1527.18,2064.89,2236.22,1000.42,2
1530.27,2054.02,2194.58,979.49,2
1524.01,2045.16,2203.12,956.68,2
1522.87,2061.03,2175.23,939.9,2
1530.19,2055.84,2087.3,859.5,2
1522.09,2056.41,2128.2,901.16,2
1514.08,2058.76,2128.64,892.77,2
1528.53,2059.88,2039.17,800.88,2
1523.49,2056.47,2074.89,844.03,2
1527.32,2063.99,2085.63,844.34,2
1537.21,2065.03,2003.64,750.59,2
1537.03,2064.41,2029.61,795.79,2
1532.33,2067.81,2028.22,784,2
1544.67,2080.57,2012.97,755.09,2
1546.49,2082.04,1969.87,732.08,2
1545.85,2085,1981.63,731.49,2
1548.03,2075.98,2022.72,763.01,2
1541.15,2082.06,1916.21,659.25,2
1535.82,2087.56,1944.36,702.46,2
1531.85,2072.82,2003.27,780.41,2
1528.36,2081.46,2010.37,756.3,2
1524.41,2080.86,1968.8,713.95,2
1535.85,2087.43,1999.05,776.51,2
1536.77,2086.17,1962.68,731.12,2
1537.31,2076.39,1961.92,719.41,2
1530.82,2078.24,2046.12,818.22,2
1543.03,2077.88,1938.14,696.63,2
1552.27,2077.84,1846.58,579.76,2
1553.07,2088.03,1878.32,642.16,2
1549.97,2076.76,1852.22,607.55,2
1548.24,2085.3,1828.89,576.07,2
1543.85,2092.03,1908.99,659.16,2
1551.53,2100.9,1852.57,585.97,2
1566.37,2162.99,1370.82,113.23,2
1540.89,2086.19,2043.23,774.19,2
1530.39,2037.3,2442.26,1193.73,2
1541.36,2088.47,1937.12,640.71,2
1526.22,2051.24,2502.97,1242.89,2
1543.54,2075.94,2110.31,863.28,2
1574.72,2127.46,1433.07,133.86,2
1547.61,2104.18,1854.7,653.44,2
1548.69,2115.58,1788.34,525.01,2
1568.11,2154.82,1434.08,147.39,2
1556.3,2161.92,1563.92,228.29,2
1543.98,2132.61,1976.76,732.29,2
1564.25,2183.33,1410.61,111.02,2
1541.61,2132.51,1986.83,720.07,2
1522.22,2059.4,2654.49,1383.19,2
1549.87,2113.25,1898.56,606.28,2
1530.14,2092.42,2366.63,1033.4,2
1550.13,2095.83,2348.36,1047.24,2
1578.75,2127.29,1894.79,564.38,2
1580.22,2133.73,1936.22,569.49,2
1557.77,2088.74,2311.38,1031.45,2
1567.42,2127.87,1753.02,460.52,2
1577.59,2137.97,1560.83,247.75,2
1560.43,2073.27,2251.87,986.57,2
1590.49,2150.94,1492.13,259.64,2
1579.06,2116.64,1846.3,583.36,2
1562.99,2060.43,2402.81,1155.94,2
1578.5,2119.27,2039.89,742,2
1602.67,2111.76,2031.27,740.27,2
1589.32,2086.4,2392.58,1166.36,2
1594.83,2078.94,2194.76,1007.04,2
1590.61,2093.73,1971.84,798.8,2
1566.6,2050.2,2579.2,1398.84,2
1586.17,2092.98,1964.06,736.46,2
1605.21,2137.15,1471.69,268.98,2
1594.47,2096.41,2025.52,793.04,2
1601.4,2119.64,1638.48,389.58,2
1595.13,2148.37,1621.01,367.55,2
1593.96,2103.24,2099.49,814.45,2
1614.91,2124.06,1880.57,625.81,2
1614.83,2143.3,1653.12,407.7,2
1587.48,2083.88,2289.99,1047.34,2
1587.32,2073.12,2443.42,1199.33,2
1591.67,2119.24,2115.9,870.8,2
1582.13,2074.37,2442.18,1186.93,2
1577.77,2106.72,2179.75,963.98,2
1577.51,2140.4,1732.68,509.05,2
1567.01,2100.6,2124.19,896.43,2
1574.25,2103.6,2059.2,818.18,2
1571.98,2100.05,1994.67,756.02,2
1586.95,2095.98,1954.01,703.45,2
1582.96,2101.26,2017.49,766.69,2
1577.75,2109.68,2008.96,749.92,2
1581.08,2096.51,1944.91,675.93,2
1578.82,2095.46,1907.58,636.08,2
1585.79,2096.43,1833.92,574.26,2
1582.92,2098.93,1908.02,648.01,2
1587.93,2102.67,1890.96,619.65,2
1592.51,2108.23,1913.26,628.19,2
1596.7,2109.66,1830.14,547.63,2
1594.65,2114.98,1837.06,563.64,2
1595.92,2117.61,1885.87,608.13,2
1595.28,2121.48,1962.88,679.22,2
1592.25,2122.85,1949.8,652.51,2
1588.54,2110.73,1864.77,576.46,2
1580.79,2102.17,1905.72,627.91,2
1572.85,2104.73,1914.72,647.95,2
1572.33,2109.14,1992.7,714.43,2
1583.39,2114.7,1939.67,658.27,2
1592.29,2118.26,1906.08,637.34,2
1592.19,2117.04,1830.47,564.78,2
1581.24,2110.02,1879.8,617.03,2
1578.24,2109.9,1919.47,641.37,2
1591.45,2107.07,1827.15,559.09,2
1589.7,2114.4,1760.94,489.98,2
1584.61,2105.1,1727.69,470.91,2
1581.56,2099.4,1811,551.83,2
1582.58,2101.26,1807.41,531.86,2
1579.02,2100.52,1840.85,549.71,2
1580.39,2099.28,1760.9,475.59,2
1581.79,2098.93,1766.56,494.86,2
1582.02,2096.63,1845.35,556.91,2
1576.46,2091.21,1930.11,633.74,2
1587.97,2097.32,1908.22,601.22,2
1603.08,2106.94,1833.04,531.85,2
1601.79,2116.41,1892.76,602.97,2
1594.19,2116.87,1902.26,624.97,2
1595.17,2108.24,1985.19,695.91,2
1597.41,2108.51,1926.02,635.9,2
1588.36,2095.29,1865.48,591.24,2
1583.32,2086.18,1780.79,525.64,2
1575.48,2081.94,1841.19,587.81,2
1577.03,2075.03,1878.06,606.94,2
1582.04,2080.25,1801.09,530.34,2
1589,2083.15,1749.37,480.46,2
1586.33,2085.33,1708.19,450.67,2
1584.7,2097.75,1704.57,434.43,2
1583.69,2092.6,1618.67,371.39,2
1580.63,2089.18,1681.99,432.14,2
1586.32,2089.73,1727.56,462.06,2
1581.49,2096.8,1803.52,530.29,2
1588.64,2103.07,1758.95,468.48,2
1590.26,2097.02,1704.66,436.28,2
1585.99,2097.46,1785.16,516.22,2
1577.62,2084.96,1844.6,582.04,2
1577.89,2094.2,1896.47,614.82,2
1584,2096.3,1800.19,523.46,2
1584.72,2085.86,1810.78,544.94,2
1575.63,2080.99,1767.36,517.71,2
1571.04,2068.69,1854.72,600.9,2
1571.72,2076.79,1851.94,587.09,2
1571.29,2069.11,1764.54,510.22,2
1581.05,2074.28,1670.5,430.45,2
1579.59,2073.55,1687.71,452.07,2
1585.21,2081.01,1775.63,528.86,2
1587.66,2084.16,1714.61,467.11,2
1589.07,2093.04,1704.01,441.26,2
1598.92,2088.84,1626.11,377.89,2
1592.87,2083.77,1681.26,433.8,2
1594.83,2086.01,1732.31,473.34,2
1585.75,2081.53,1808.16,541.57,2
1596.34,2086.46,1748.95,476.43,2
1591.79,2085.99,1701.61,447.91,2
1589.99,2077.85,1802.34,545.18,2
1598.42,2078.34,1863.46,608.61,2
1599.04,2079.28,1909.94,640.74,2
1602.4,2077.22,1812.23,552.08,2
1597.42,2079.77,1817.15,570.22,2
1601.57,2091.47,1768.21,535.46,2
1596.71,2086.97,1855.2,617.68,2
1603.86,2087.37,1850.89,597.34,2
1597.92,2090.51,1749.69,515.96,2
1597.4,2094.06,1660.08,430.28,2
1590.59,2083.67,1664.26,451.1,2
1592.35,2088.66,1752.2,525.55,2
1599.4,2084.74,1692.12,463.35,2
1603.82,2094.5,1687.79,453.68,2
1603.04,2096.24,1590.52,376.27,2
1601.98,2089.37,1655.47,436.35,2
1602.86,2098.9,1710.8,472.47,2
1592.95,2104.61,1788.36,540.32,2
1599.91,2101.37,1735.36,476.76,2
1596.37,2105.68,1683.62,444.41,2
1593.38,2107.99,1770.34,526.2,2
1590.71,2111.41,1825.61,587.78,2
1588.4,2107.32,1876.53,623.2,2
1590.53,2109.83,1785.85,534.63,2
1577.71,2106.16,1790.2,553.11,2
1574.16,2103.11,1740.99,517.34,2
1570.26,2101.15,1826.96,597.74,2
1579.15,2107.71,1820.02,575.7,2
1575.89,2104.31,1734.62,506.55,2
1571.18,2106.27,1638.49,410.3,2
1569.74,2100.09,1643.87,427.31,2
1572.97,2102.74,1728.43,505.11,2
1570.13,2098.18,1672.6,440.75,2
1573.52,2103.06,1671.1,412.98,2
1573.56,2103.39,1585.58,355.95,2
1570.3,2097.46,1639.46,413.28,2
1572.18,2110.37,1694.81,454.42,2
1575.2,2118.69,1792.77,536.84,2
1580.32,2114.66,1729.61,471.3,2
1578.18,2115.49,1674.08,430.78,2
1579.12,2116.59,1768.62,516.02,2
1574.37,2110.37,1825.5,573.93,2
1570.83,2117.45,1876.99,607.79,2
1571.49,2117.93,1796.64,528.9,2
1570.07,2109.16,1793.63,545.44,2
1577.3,2104.44,1745.83,507.63,2
1569.51,2104.37,1838.09,597.21,2
1573.36,2099.13,1830.97,574.06,2
1571.44,2106.65,1746.35,503.78,2
1577.62,2095.13,1655.85,416.76,2
1563.58,2087.66,1661.54,434.92,2
1568.41,2090.09,1744.2,503.1,2
1576.07,2105.34,1695.24,453.27,2
1583.04,2123.25,1699.9,447.24,2
1579.1,2122.66,1613.5,370.17,2
1562.17,2112.16,1656.91,421.66,2
1568.22,2109.02,1707.6,450.37,2
1560.45,2115.12,1786.07,515.08,2
1558.51,2121.42,1732.9,456.93,2
1566.05,2113.46,1685.75,422.74,2
1566.2,2114.98,1770.01,504.86,2
1563.28,2111.77,1815.62,560.69,2
1560.15,2118.29,1870.3,599.61,2
1565.47,2124.2,1788.1,519.37,2
1559.74,2114.57,1781.08,527.24,2
1556.08,2103.76,1725.1,492.51,2
1552.93,2107.93,1804.18,573.18,2
1561.3,2118.34,1812.14,564,2
1553.9,2104.96,1730.9,494.66,2
1557.9,2111.02,1648.07,417.63,2
1555.69,2100.31,1647.49,430.12,2
1543.53,2099.47,1726.66,490.64,2
1556.04,2104.31,1667.38,432.67,2
1553.71,2102.6,1657.13,408.89,2
1553.6,2107.18,1584.07,353.83,2
1556.57,2102.95,1630.3,398.87,2
1559.19,2111.47,1686.1,432.47,2
1560.98,2107.35,1766.93,497.23,2
1565.09,2108.89,1708.83,447.19,2
1564.36,2111.43,1668.48,420.67,2
1562.19,2100.46,1752.82,494.27,2
1558.65,2099.55,1798.71,542.09,2
1563.18,2099.45,1848.36,573.39,2
1564.21,2094.83,1768.08,497.71,2
1569.57,2097.21,1768.05,507.96,2
1559.12,2092.35,1717.95,470.05,2
1555.83,2089.7,1799.24,544.06,2
1567.51,2098.49,1795.25,528.01,2
1568.52,2092.33,1721.31,467.82,2
1580.51,2092.39,1640.17,396.84,2
1570.04,2093.04,1645.33,412.45,2
1562.16,2085.8,1713.9,475.57,2
1567.25,2095.53,1667.72,430.9,2
1575.75,2103.39,1677.83,430.45,2
1569.72,2098.69,1591.73,354.99,2
1564.84,2094.51,1639.22,410.51,2
1568.76,2095.53,1694.27,442.85,2
1561.6,2090.16,1762.82,499.43,2
1570.85,2091.76,1732.06,451.73,2
1563.81,2085.92,1667.09,416.92,2
1562.6,2089.57,1746.45,489.32,2
1558.44,2083.27,1794.88,538.74,2
1553.97,2081.58,1845.5,571.83,2
1554.43,2085.39,1764.68,493.89,2
1553.64,2079.08,1765.98,515.53,2
1543.67,2074.2,1713.22,479.27,2
1548.2,2086.09,1782.26,542.69,2
1546.14,2087.57,1703.78,485.03,2
1549.51,2082.17,1750.04,531.55,2
1546.05,2080.47,1804,565.59,2
1542.5,2084.81,1726.52,491.03,2
1540.03,2089.84,1684.88,442.43,2
1544.15,2091.76,1629.92,403.67,2
1541.89,2086.64,1706.6,480.12,2
1545.59,2087.23,1706.16,466.45,2
1545.17,2098.41,1755.44,499.95,2
1548.31,2100.06,1684.19,439.39,2
1546.15,2095.09,1674.75,438.45,2
1543.49,2091.22,1749.28,503.27,2
1534.83,2081.43,1827.06,568.63,2
1536.29,2083.67,1833.64,562.11,2
1529.7,2080.32,1757.46,494.71,2
1525.41,2077.89,1798.17,541.54,2
1525.86,2072.9,1801.06,554.25,2
1535.3,2074.3,1875.88,616.89,2
1528.05,2079.53,1833.83,569.46,2
1528.67,2076.76,1782.81,536.67,2
1532.21,2070.09,1704.87,469.34,2
1539.68,2073.72,1738.66,505.04,2
1551.14,2076.48,1785.74,535.26,2
1546.96,2077.88,1716.34,473.22,2
1547.72,2083.1,1675,435.47,2
1533.24,2076.53,1618.82,392.62,2
1532.76,2072.9,1691.87,454.16,2
1542.26,2074.95,1700.21,450.95,2
1549.73,2085.04,1757.35,486.82,2
1549.92,2081.04,1675.31,416.84,2
1543.13,2074.92,1677.11,430.31,2
1552.67,2081.72,1755.41,496.79,2
1549.5,2080.5,1831.89,562.81,2
1556.26,2085.12,1841.81,559.28,2
1561.26,2085.11,1760.63,489.99,2
1554.16,2086.39,1802.92,540.83,2
1548.56,2085.21,1802.3,550.88,2
1549.53,2087.02,1878.92,615.04,2
1556.13,2095.56,1835.44,565.95,2
1554.76,2093.99,1784.32,531.92,2
1552.36,2087.01,1701.67,465.25,2
1548.32,2086.24,1747.54,513.59,2
1548.92,2090.32,1803.03,561.69,2
1552.09,2085.3,1730.92,491.33,2
1559.04,2088.47,1690.04,446.49,2
1564.33,2086.89,1634.33,405.9,2
1557.71,2087.92,1711.5,479.5,2
1557.39,2089.4,1713.84,472.14,2
1568.21,2087.16,1762.66,504.47,2
1576.37,2095.08,1694.91,433.55,2
1576.61,2098.57,1679.82,437,2
1568.36,2093.45,1761.89,501.4,2
1578.38,2095.63,1844.37,581.98,2
1584.29,2097.55,1851.62,574.26,2
1589.45,2108.27,1783.69,518.56,2
1591.19,2118.42,1829.02,570.1,2
1582.25,2104.8,1812.76,571.77,2
1575.23,2107.36,1890.75,631.15,2
1578.45,2100.74,1846.19,579.19,2
1572.39,2091.68,1794.42,540.82,2
1575.53,2096.01,1720.05,476.78,2
1573.08,2097.26,1762.47,522.94,2
1568.23,2092.21,1807.21,552.4,2
1562.19,2084,1734.52,480.26,2
1563.5,2083.47,1694.28,439.42,2
1564.88,2086.63,1642.72,405.96,2
1562.42,2088.74,1720.64,473.85,2
1565.42,2090.24,1724.89,470.28,2
1563.37,2096.64,1773.39,502.61,2
1572.3,2100.98,1692.75,426.63,2
1565.36,2096.87,1689.71,446.4,2
1561.28,2095.45,1771.61,508.71,2
1558.53,2081.87,1837.27,572.8,2
1559.32,2073.15,1842.11,562.62,2
1559.16,2086.27,1763.42,490.94,2
1545.69,2064.75,1808.75,543.64,2
1534.15,2046.97,1799.74,551.61,2
1526.41,2048.88,1876.32,621.67,2
1528.9,2048,1832.91,576.61,2
1527.95,2046.17,1784.03,545.25,2
1534.95,2048.07,1709.09,484.38,2
1527.74,2045.42,1751.2,533.06,2
1522.45,2041.76,1802.42,567.49,2
1529.67,2045.02,1725.24,495.9,2
1531.83,2048.57,1680.8,442.54,2
1533.67,2045.79,1638.2,406.99,2
1522.75,2043.26,1712.52,484.5,2
1530.35,2047.69,1710.05,464.23,2
1535.79,2051.51,1769.5,503.69,2
1529.88,2051.74,1690.01,424.98,2
1526.7,2045.08,1687.97,444.15,2
1523.23,2044.33,1760.79,505.98,2
1526.77,2053.32,1841.97,578.2,2
1530.1,2056.63,1842.68,570.17,2
1528.94,2056.96,1769.09,506.26,2
1529.42,2053.36,1815.69,561.27,2
1530.1,2054.61,1811.5,573.64,2
1529.82,2054.31,1885.35,637.15,2
1540.33,2059.67,1821.85,582.51,2
1531.91,2056.54,1858.26,630.23,2
1534.38,2066.09,1909.29,659.59,2
1538.66,2065.78,1842.79,600.38,2
1543.49,2065.84,1801.51,556.83,2
1534.16,2075.27,1750.17,523.28,2
1533.24,2065.9,1827.38,591.04,2
1535.83,2068.17,1827.78,580.76,2
1543.62,2071.76,1879.22,621.27,2
1536.19,2075.94,1799.51,546.84,2
1537.05,2067.47,1795.95,552.97,2
1537.95,2070.71,1874.09,617.96,2
1533.96,2073.68,1951.44,693.7,2
1541.93,2077.81,1953.2,679.46,2
1544.7,2082.9,1872.8,610.94,2
1543.91,2078.98,1918.71,664.04,2
1532.46,2068.96,1909.4,676.91,2
1533.68,2070.77,1990.88,741.43,2
1540.21,2081.16,1949.48,698.99,2
1542.52,2076.98,1908.1,664.57,2
1537.9,2078.38,1833.17,600.36,2
1529.15,2073.53,1876.16,649.91,2
1535.83,2089.31,1925.52,679.99,2
1537.47,2079.1,1845.79,611.05,2
1537.94,2080.34,1798.3,561.13,2
1528.73,2068.59,1750.72,529.95,2
1527.96,2061.8,1822.5,598.89,2
1531.7,2069.61,1820.55,586.5,2
1530.27,2081.84,1869.58,615.56,2
1536.68,2090.97,1793.69,554.15,2
1539.94,2071.72,1795.33,568.98,2
1534.39,2084.59,1872.44,630.44,2
1524.3,2084.5,1942.23,693.68,2
1531.84,2087.48,1948.35,684.14,2
1523.12,2085.03,1983,727.43,2
1527.85,2088.9,2032.18,760.58,2
1528.59,2092.5,1953.11,691.3,2
1525.43,2084.51,1953.6,704.58,2
1517.41,2075.75,1898.81,664.15,2
1517,2074.49,1981.99,737.07,2
1530.19,2086.75,1983.08,726.49,2
1532.79,2088.6,1909,669.23,2
1529.56,2089.13,1834.45,595.87,2
1532.31,2082.33,1834.91,610.03,2
1532.26,2091.24,1838.61,592.1,2
1536.74,2092.1,1763.82,532.99,2
1536.15,2089.15,1805.69,576.34,2
1538.39,2085.21,1855.74,612.59,2
1545.82,2084.87,1937.37,675.44,2
1545.26,2096.98,1890.46,623.59,2
1545.87,2089.98,1835.27,589.87,2
1542.3,2092.4,1909.95,661.67,2
1528.8,2089.92,1960.59,717.97,2
1540.99,2086.14,2006.93,749.32,2
1539.1,2092.59,1932.02,676.6,2
1537.02,2085.42,1929.45,691.8,2
1534.77,2079.65,1880.81,661.1,2
1525.84,2077.41,1957.55,732.97,2
1528.67,2078.58,1962.32,721.31,2
1532.2,2084.4,1893.82,667.47,2
1541.71,2093.4,1826.16,600.15,2
1543.69,2090.32,1824.03,608.77,2
1537.59,2087.96,1888.6,668.8,2
1538.47,2091.58,1844.01,614.68,2
1536.17,2098.28,1849.92,597.48,2
1536.17,2091.32,1776.6,534.29,2
1524.62,2091.94,1823.85,593.55,2
1536.19,2097.32,1860.46,615.4,2
1537.3,2099.03,1933.21,681.14,2
1536.76,2101.64,1892.49,632.97,2
1536.15,2096.97,1842.15,596.1,2
1541.87,2102.88,1918.96,671.41,2
1536.95,2103.27,1956.16,720.22,2
1538,2102.47,2003.17,749.29,2
1541.24,2105.14,1933.44,679.56,2
1539.45,2097.43,1933.2,693.21,2
1536.01,2090.65,1887.47,660.1,2
1534.09,2089.98,1949.05,726.11,2
1535.44,2095.16,1957.42,718.98,2
1540.34,2103.33,1895.02,660.21,2
1542.25,2104.77,1818.21,589.97,2
1545.53,2099.91,1816.12,601.27,2
1539.06,2102.65,1886.7,657.58,2
1545.99,2109.26,1850.71,615.05,2
1540.69,2117.51,1851.16,606.6,2
1543.37,2117.12,1774.78,547.14,2
1543.18,2122.44,1816.89,590,2
1543.35,2132.03,1871.75,634,2
1540.38,2132.74,1941.77,693.6,2
1541.34,2132.41,1901.99,651.64,2
1540.4,2131.2,1853.46,613.19,2
1529.1,2125.84,1926.34,679.96,2
1530.9,2123.83,1970.28,733.64,2
1526.43,2137.35,2013.07,763.38,2
1531.34,2133.81,1940.53,693.1,2
1534.06,2134.17,1940.36,709.41,2
1535.05,2134.65,1898.01,678.76,2
1531.54,2128.8,1966.76,744.68,2
1536.52,2130.55,1964.5,727.27,2
1528.18,2126.9,1899.13,667.89,2
1529.9,2115.81,1819.41,589.01,2
1533.08,2126.14,1818.22,608.03,2
1527.02,2127.46,1890.02,668.13,2
1528.86,2126.91,1848.11,614.96,2
1532.25,2132.77,1843.7,597.28,2
1533.85,2126.19,1773.17,535.33,2
1534.89,2136.98,1820.52,592.26,2
1532.01,2140.79,1871.38,622.1,2
1526.88,2143.03,1941.98,686.28,2
1525.23,2144.74,1900.17,632.16,2
1524.09,2144.13,1850.94,596.49,2
1524.93,2138.42,1924.34,668.08,2
1513.37,2129.11,1972.05,724.25,2
1509.55,2132.57,2017.21,754.44,2
1520.19,2134.1,1946.22,687.07,2
1513.69,2123.29,1945.51,701.23,2
1512.88,2129.46,1898.09,671.94,2
1506.32,2124.92,1971.41,745.17,2
1516.19,2130.05,1978.05,731.85,2
1520.85,2132.3,1906.07,671.07,2
1523.87,2138.3,1837.07,591.27,2
1519.92,2130.25,1831.56,610.06,2
1521.64,2132.24,1902.3,672.55,2
1518.08,2134.36,1859.25,623.57,2
1518.64,2134.63,1859.2,609.67,2
1519.12,2139.71,1786.99,550.89,2
1523.89,2138.27,1833.96,600.51,2
1520.13,2137.22,1883.28,629.69,2
1511.48,2137.61,1957.66,690.76,2
1516.84,2138.1,1909.21,639.3,2
1510.78,2131.28,1862.5,602.39,2
1507.75,2133.38,1934.35,677.59,2
1509.07,2125.08,1984.12,734.03,2
1513.67,2129.2,2022.05,763.44,2
1507.3,2127.34,1957.14,687.49,2
1505.51,2119.22,1944.07,692.56,2
1498.23,2115.42,1895.09,661.13,2
1499.17,2115.2,1968.17,731.49,2
1497.35,2117.65,1971.25,720.47,2
1499.65,2121.93,1904.23,658.71,2
1501.51,2126.1,1830.01,592.8,2
1501.36,2124.9,1833.99,609.7,2
1496.04,2126.56,1900.46,667.42,2
1497.64,2133.7,1861.59,620.65,2
1500.9,2136.71,1865.11,611.74,2
1504.4,2141.19,1790.08,551.01,2
1496.77,2137.05,1831.28,596.96,2
1495.27,2135.8,1877.56,631.78,2
1489.71,2135.23,1946.64,691.96,2
1492.21,2133.98,1902.04,649.08,2
1493.68,2136.09,1856.7,610.87,2
1482.24,2131.7,1919.2,676.38,2
1477.37,2131.81,1958.65,721.15,2
1487.72,2125.69,2009.28,756.41,2
1483.71,2134.06,1935.41,685.34,2
1480.24,2131.8,1934.91,700.4,2
1474.65,2127.79,1885.76,660.23,2
1475.63,2124.21,1954.43,731.08,2
1472.28,2125.05,1958.27,717.95,2
1472.26,2123.92,1883.46,659.66,2
1486.26,2127.66,1817.67,596.41,2
1490.9,2132.22,1810.63,609.81,2
1486.68,2132.96,1878.56,672.85,2
1493.11,2135.9,1838.13,613.79,2
1489.33,2131.43,1832.7,593.97,2
1491.06,2127.39,1758.99,529.09,2
1501.6,2129.32,1811.77,566.57,2
1491.98,2133.85,1742.05,492.01,2
1487.51,2132.74,1734.97,496.69,2
1485.71,2132.13,1813.75,566.18,2
1479.24,2125.44,1889.92,637.34,2
1484.79,2132.45,1891.64,626.02,2
1484.46,2132.61,1817.54,569.37,2
1477.59,2124.86,1858.25,609.63,2
1476.85,2119.98,1855.09,624.17,2
1471.64,2117.52,1929.87,689.48,2
1480.64,2122.11,1887.77,639.84,2
1479.77,2123.26,1834.93,605.92,2
1485.77,2120.3,1763.55,544.15,2
1480.57,2115.06,1804.75,594.87,2
1481.12,2114.94,1851,623.1,2
1475.91,2124.57,1774.35,547.6,2
1479.02,2132.21,1730.64,499.81,2
1480.81,2131.16,1688.99,474.79,2
1477.19,2123.98,1761.11,540.73,2
1477.22,2136.05,1762.21,531.14,2
1478.66,2144.72,1811.12,563.55,2
1487.41,2143.98,1735.56,489.35,2
1484.97,2144.58,1734.03,510.65,2
1487.41,2147.92,1811.3,574.69,2
1482.16,2138.37,1880.47,648.3,2
1493.42,2142.97,1882.24,631.31,2
1493.85,2144.4,1805.14,570.76,2
1490.33,2145.46,1847.06,619.08,2
1496.46,2139.19,1856.4,638.3,2
1493.13,2132.58,1923.69,691.16,2
1503.27,2141.13,1880.95,644.93,2
1500.22,2134.73,1830.1,604.37,2
1498.36,2137.79,1765.37,553.43,2
1490.56,2134.33,1807.17,604.63,2
1488.26,2131.02,1855.65,632.71,2
1485.46,2131.51,1786.11,569.38,2
1487.2,2139.46,1738.29,523.21,2
1483.52,2134.62,1689.28,488.03,2
1484.17,2133.24,1761.32,560.53,2
1492.68,2146.64,1759.14,543.42,2
1495.8,2153.92,1813.45,578.55,2
1502.65,2159.42,1742.62,513.19,2
1493.55,2157.69,1739.69,528.4,2
1495.93,2142.45,1806.11,583.82,2
1497.41,2139.42,1872.11,652.85,2
